"","Date","Flow","SpC"
"12715",1984-10-23,116,NA
"12716",1984-10-24,152,NA
"12717",1984-10-25,249,NA
"12718",1984-10-26,197,NA
"12719",1984-10-27,175,NA
"12720",1984-10-28,154,NA
"12721",1984-10-29,146,NA
"12722",1984-10-30,152,NA
"12723",1984-10-31,166,NA
"12724",1984-11-01,158,NA
"12725",1984-11-02,146,NA
"12726",1984-11-03,139,NA
"12727",1984-11-04,134,NA
"12728",1984-11-05,227,NA
"12729",1984-11-06,223,NA
"12730",1984-11-07,185,NA
"12731",1984-11-08,164,NA
"12732",1984-11-09,151,NA
"12733",1984-11-10,145,NA
"12734",1984-11-11,167,NA
"12735",1984-11-12,196,NA
"12736",1984-11-13,177,NA
"12737",1984-11-14,174,NA
"12738",1984-11-15,158,NA
"12739",1984-11-16,147,NA
"12740",1984-11-17,142,NA
"12741",1984-11-18,138,NA
"12742",1984-11-19,168,NA
"12743",1984-11-20,264,NA
"12744",1984-11-21,349,NA
"12745",1984-11-22,239,NA
"12746",1984-11-23,194,NA
"12747",1984-11-24,178,NA
"12748",1984-11-25,173,NA
"12749",1984-11-26,167,NA
"12750",1984-11-27,163,NA
"12751",1984-11-28,179,NA
"12752",1984-11-29,503,NA
"12753",1984-11-30,732,NA
"12754",1984-12-01,395,NA
"12755",1984-12-02,287,NA
"12756",1984-12-03,605,NA
"12757",1984-12-04,636,NA
"12758",1984-12-05,462,NA
"12759",1984-12-06,1140,NA
"12760",1984-12-07,1290,NA
"12761",1984-12-08,610,NA
"12762",1984-12-09,435,NA
"12763",1984-12-10,366,NA
"12764",1984-12-11,330,NA
"12765",1984-12-12,305,NA
"12766",1984-12-13,287,NA
"12767",1984-12-14,270,NA
"12768",1984-12-15,257,NA
"12769",1984-12-16,247,NA
"12770",1984-12-17,243,NA
"12771",1984-12-18,240,NA
"12772",1984-12-19,241,NA
"12773",1984-12-20,240,NA
"12774",1984-12-21,238,NA
"12775",1984-12-22,235,NA
"12776",1984-12-23,238,NA
"12777",1984-12-24,245,NA
"12778",1984-12-25,239,NA
"12779",1984-12-26,224,NA
"12780",1984-12-27,215,NA
"12781",1984-12-28,212,NA
"12782",1984-12-29,207,NA
"12783",1984-12-30,210,NA
"12784",1984-12-31,209,NA
"12785",1985-01-01,212,NA
"12786",1985-01-02,230,NA
"12787",1985-01-03,1620,NA
"12788",1985-01-04,5250,NA
"12789",1985-01-05,7560,NA
"12790",1985-01-06,5140,NA
"12791",1985-01-07,1050,NA
"12792",1985-01-08,749,NA
"12793",1985-01-09,589,NA
"12794",1985-01-10,488,NA
"12795",1985-01-11,456,NA
"12796",1985-01-12,441,NA
"12797",1985-01-13,424,NA
"12798",1985-01-14,398,NA
"12799",1985-01-15,378,NA
"12800",1985-01-16,353,NA
"12801",1985-01-17,342,NA
"12802",1985-01-18,386,NA
"12803",1985-01-19,400,NA
"12804",1985-01-20,409,NA
"12805",1985-01-21,290,NA
"12806",1985-01-22,260,NA
"12807",1985-01-23,414,NA
"12808",1985-01-24,399,NA
"12809",1985-01-25,382,NA
"12810",1985-01-26,371,NA
"12811",1985-01-27,353,NA
"12812",1985-01-28,334,NA
"12813",1985-01-29,335,NA
"12814",1985-01-30,331,NA
"12815",1985-01-31,404,NA
"12816",1985-02-01,1550,NA
"12817",1985-02-02,4690,NA
"12818",1985-02-03,5720,NA
"12819",1985-02-04,2190,NA
"12820",1985-02-05,944,NA
"12821",1985-02-06,800,NA
"12822",1985-02-07,799,NA
"12823",1985-02-08,724,NA
"12824",1985-02-09,577,NA
"12825",1985-02-10,506,NA
"12826",1985-02-11,485,NA
"12827",1985-02-12,1620,NA
"12828",1985-02-13,3710,NA
"12829",1985-02-14,1370,NA
"12830",1985-02-15,848,NA
"12831",1985-02-16,679,NA
"12832",1985-02-17,584,NA
"12833",1985-02-18,533,NA
"12834",1985-02-19,496,NA
"12835",1985-02-20,471,NA
"12836",1985-02-21,448,NA
"12837",1985-02-22,427,NA
"12838",1985-02-23,417,NA
"12839",1985-02-24,412,NA
"12840",1985-02-25,409,NA
"12841",1985-02-26,526,NA
"12842",1985-02-27,894,NA
"12843",1985-02-28,692,NA
"12844",1985-03-01,535,NA
"12845",1985-03-02,477,NA
"12846",1985-03-03,449,NA
"12847",1985-03-04,419,NA
"12848",1985-03-05,403,NA
"12849",1985-03-06,389,NA
"12850",1985-03-07,364,NA
"12851",1985-03-08,348,NA
"12852",1985-03-09,350,NA
"12853",1985-03-10,351,NA
"12854",1985-03-11,345,NA
"12855",1985-03-12,336,NA
"12856",1985-03-13,328,NA
"12857",1985-03-14,318,NA
"12858",1985-03-15,312,NA
"12859",1985-03-16,304,NA
"12860",1985-03-17,300,NA
"12861",1985-03-18,299,NA
"12862",1985-03-19,289,NA
"12863",1985-03-20,281,NA
"12864",1985-03-21,278,NA
"12865",1985-03-22,290,NA
"12866",1985-03-23,334,NA
"12867",1985-03-24,494,NA
"12868",1985-03-25,551,NA
"12869",1985-03-26,462,NA
"12870",1985-03-27,386,NA
"12871",1985-03-28,350,NA
"12872",1985-03-29,335,NA
"12873",1985-03-30,325,NA
"12874",1985-03-31,324,NA
"12875",1985-04-01,332,NA
"12876",1985-04-02,302,NA
"12877",1985-04-03,284,NA
"12878",1985-04-04,272,NA
"12879",1985-04-05,267,NA
"12880",1985-04-06,261,NA
"12881",1985-04-07,251,NA
"12882",1985-04-08,246,NA
"12883",1985-04-09,242,NA
"12884",1985-04-10,238,NA
"12885",1985-04-11,236,NA
"12886",1985-04-12,237,NA
"12887",1985-04-13,238,NA
"12888",1985-04-14,244,NA
"12889",1985-04-15,254,NA
"12890",1985-04-16,258,NA
"12891",1985-04-17,289,NA
"12892",1985-04-18,346,NA
"12893",1985-04-19,276,NA
"12894",1985-04-20,246,NA
"12895",1985-04-21,234,NA
"12896",1985-04-22,219,NA
"12897",1985-04-23,207,NA
"12898",1985-04-24,198,NA
"12899",1985-04-25,194,NA
"12900",1985-04-26,188,NA
"12901",1985-04-27,181,NA
"12902",1985-04-28,178,NA
"12903",1985-04-29,175,NA
"12904",1985-04-30,169,NA
"12905",1985-05-01,164,NA
"12906",1985-05-02,159,NA
"12907",1985-05-03,259,NA
"12908",1985-05-04,308,NA
"12909",1985-05-05,243,NA
"12910",1985-05-06,203,NA
"12911",1985-05-07,183,NA
"12912",1985-05-08,165,NA
"12913",1985-05-09,154,NA
"12914",1985-05-10,149,NA
"12915",1985-05-11,145,NA
"12916",1985-05-12,145,NA
"12917",1985-05-13,150,NA
"12918",1985-05-14,161,NA
"12919",1985-05-15,188,NA
"12920",1985-05-16,153,NA
"12921",1985-05-17,148,NA
"12922",1985-05-18,172,NA
"12923",1985-05-19,193,NA
"12924",1985-05-20,166,NA
"12925",1985-05-21,142,NA
"12926",1985-05-22,132,NA
"12927",1985-05-23,195,NA
"12928",1985-05-24,628,NA
"12929",1985-05-25,1070,NA
"12930",1985-05-26,489,NA
"12931",1985-05-27,305,NA
"12932",1985-05-28,219,NA
"12933",1985-05-29,180,NA
"12934",1985-05-30,161,NA
"12935",1985-05-31,149,NA
"12936",1985-06-01,141,NA
"12937",1985-06-02,133,NA
"12938",1985-06-03,127,NA
"12939",1985-06-04,120,NA
"12940",1985-06-05,116,NA
"12941",1985-06-06,180,NA
"12942",1985-06-07,226,NA
"12943",1985-06-08,168,NA
"12944",1985-06-09,147,NA
"12945",1985-06-10,131,NA
"12946",1985-06-11,122,NA
"12947",1985-06-12,121,NA
"12948",1985-06-13,195,NA
"12949",1985-06-14,211,NA
"12950",1985-06-15,150,NA
"12951",1985-06-16,124,NA
"12952",1985-06-17,121,NA
"12953",1985-06-18,116,NA
"12954",1985-06-19,111,NA
"12955",1985-06-20,102,NA
"12956",1985-06-21,95,NA
"12957",1985-06-22,86,NA
"12958",1985-06-23,83,NA
"12959",1985-06-24,79,NA
"12960",1985-06-25,78,NA
"12961",1985-06-26,72,NA
"12962",1985-06-27,66,NA
"12963",1985-06-28,65,NA
"12964",1985-06-29,65,NA
"12965",1985-06-30,78,NA
"12966",1985-07-01,96,NA
"12967",1985-07-02,162,NA
"12968",1985-07-03,125,NA
"12969",1985-07-04,101,NA
"12970",1985-07-05,92,NA
"12971",1985-07-06,87,NA
"12972",1985-07-07,88,NA
"12973",1985-07-08,83,NA
"12974",1985-07-09,78,NA
"12975",1985-07-10,72,NA
"12976",1985-07-11,93,NA
"12977",1985-07-12,99,NA
"12978",1985-07-13,118,NA
"12979",1985-07-14,120,NA
"12980",1985-07-15,102,NA
"12981",1985-07-16,84,NA
"12982",1985-07-17,70,NA
"12983",1985-07-18,58,NA
"12984",1985-07-19,50,NA
"12985",1985-07-20,44,NA
"12986",1985-07-21,42,NA
"12987",1985-07-22,40,NA
"12988",1985-07-23,45,NA
"12989",1985-07-24,36,NA
"12990",1985-07-25,48,NA
"12991",1985-07-26,179,NA
"12992",1985-07-27,212,NA
"12993",1985-07-28,277,NA
"12994",1985-07-29,239,NA
"12995",1985-07-30,142,NA
"12996",1985-07-31,117,NA
"12997",1985-08-01,105,NA
"12998",1985-08-02,153,NA
"12999",1985-08-03,135,NA
"13000",1985-08-04,118,NA
"13001",1985-08-05,95,NA
"13002",1985-08-06,80,NA
"13003",1985-08-07,74,NA
"13004",1985-08-08,70,NA
"13005",1985-08-09,67,NA
"13006",1985-08-10,68,NA
"13007",1985-08-11,99,NA
"13008",1985-08-12,80,NA
"13009",1985-08-13,67,NA
"13010",1985-08-14,59,NA
"13011",1985-08-15,53,NA
"13012",1985-08-16,48,NA
"13013",1985-08-17,63,NA
"13014",1985-08-18,155,NA
"13015",1985-08-19,1310,NA
"13016",1985-08-20,798,NA
"13017",1985-08-21,737,NA
"13018",1985-08-22,1250,NA
"13019",1985-08-23,759,NA
"13020",1985-08-24,309,NA
"13021",1985-08-25,191,NA
"13022",1985-08-26,155,NA
"13023",1985-08-27,319,NA
"13024",1985-08-28,175,NA
"13025",1985-08-29,173,NA
"13026",1985-08-30,128,NA
"13027",1985-08-31,215,NA
"13028",1985-09-01,274,NA
"13029",1985-09-02,169,NA
"13030",1985-09-03,115,NA
"13031",1985-09-04,100,NA
"13032",1985-09-05,86,NA
"13033",1985-09-06,78,NA
"13034",1985-09-07,72,NA
"13035",1985-09-08,67,NA
"13036",1985-09-09,64,NA
"13037",1985-09-10,61,NA
"13038",1985-09-11,57,NA
"13039",1985-09-12,53,NA
"13040",1985-09-13,50,NA
"13041",1985-09-14,48,NA
"13042",1985-09-15,46,NA
"13043",1985-09-16,46,NA
"13044",1985-09-17,47,NA
"13045",1985-09-18,44,NA
"13046",1985-09-19,43,NA
"13047",1985-09-20,44,NA
"13048",1985-09-21,44,NA
"13049",1985-09-22,44,NA
"13050",1985-09-23,50,NA
"13051",1985-09-24,61,NA
"13052",1985-09-25,56,NA
"13053",1985-09-26,58,NA
"13054",1985-09-27,141,NA
"13055",1985-09-28,152,NA
"13056",1985-09-29,131,NA
"13057",1985-09-30,93,NA
"13058",1985-10-01,72,NA
"13059",1985-10-02,64,NA
"13060",1985-10-03,71,NA
"13061",1985-10-04,553,NA
"13062",1985-10-05,719,NA
"13063",1985-10-06,297,NA
"13064",1985-10-07,169,NA
"13065",1985-10-08,120,NA
"13066",1985-10-09,101,NA
"13067",1985-10-10,90,NA
"13068",1985-10-11,85,NA
"13069",1985-10-12,81,NA
"13070",1985-10-13,77,NA
"13071",1985-10-14,76,NA
"13072",1985-10-15,75,NA
"13073",1985-10-16,79,NA
"13074",1985-10-17,86,NA
"13075",1985-10-18,78,NA
"13076",1985-10-19,75,NA
"13077",1985-10-20,74,NA
"13078",1985-10-21,86,NA
"13079",1985-10-22,251,NA
"13080",1985-10-23,710,NA
"13081",1985-10-24,614,NA
"13082",1985-10-25,350,NA
"13083",1985-10-26,232,NA
"13084",1985-10-27,174,NA
"13085",1985-10-28,147,NA
"13086",1985-10-29,127,NA
"13087",1985-10-30,114,NA
"13088",1985-10-31,110,NA
"13089",1985-11-01,208,NA
"13090",1985-11-02,3640,NA
"13091",1985-11-03,5400,NA
"13092",1985-11-04,10100,NA
"13093",1985-11-05,14600,NA
"13094",1985-11-06,12200,NA
"13095",1985-11-07,5320,NA
"13096",1985-11-08,863,NA
"13097",1985-11-09,607,NA
"13098",1985-11-10,498,NA
"13099",1985-11-11,451,NA
"13100",1985-11-12,419,NA
"13101",1985-11-13,395,NA
"13102",1985-11-14,377,NA
"13103",1985-11-15,358,NA
"13104",1985-11-16,341,NA
"13105",1985-11-17,330,NA
"13106",1985-11-18,318,NA
"13107",1985-11-19,310,NA
"13108",1985-11-20,304,NA
"13109",1985-11-21,1870,NA
"13110",1985-11-22,6180,NA
"13111",1985-11-23,8890,NA
"13112",1985-11-24,6720,NA
"13113",1985-11-25,1270,NA
"13114",1985-11-26,836,NA
"13115",1985-11-27,680,NA
"13116",1985-11-28,592,NA
"13117",1985-11-29,554,NA
"13118",1985-11-30,946,NA
"13119",1985-12-01,4300,NA
"13120",1985-12-02,3720,NA
"13121",1985-12-03,1160,NA
"13122",1985-12-04,811,NA
"13123",1985-12-05,664,NA
"13124",1985-12-06,587,NA
"13125",1985-12-07,539,NA
"13126",1985-12-08,498,NA
"13127",1985-12-09,470,NA
"13128",1985-12-10,446,NA
"13129",1985-12-11,426,NA
"13130",1985-12-12,420,NA
"13131",1985-12-13,524,NA
"13132",1985-12-14,1030,NA
"13133",1985-12-15,757,NA
"13134",1985-12-16,558,NA
"13135",1985-12-17,490,NA
"13136",1985-12-18,457,NA
"13137",1985-12-19,427,NA
"13138",1985-12-20,400,NA
"13139",1985-12-21,389,NA
"13140",1985-12-22,358,NA
"13141",1985-12-23,375,NA
"13142",1985-12-24,397,NA
"13143",1985-12-25,383,NA
"13144",1985-12-26,359,NA
"13145",1985-12-27,323,NA
"13146",1985-12-28,324,NA
"13147",1985-12-29,327,NA
"13148",1985-12-30,324,NA
"13149",1985-12-31,301,NA
"13150",1986-01-01,337,NA
"13151",1986-01-02,370,NA
"13152",1986-01-03,369,NA
"13153",1986-01-04,347,NA
"13154",1986-01-05,334,NA
"13155",1986-01-06,318,NA
"13156",1986-01-07,304,NA
"13157",1986-01-08,291,NA
"13158",1986-01-09,251,NA
"13159",1986-01-10,274,NA
"13160",1986-01-11,307,NA
"13161",1986-01-12,287,NA
"13162",1986-01-13,284,NA
"13163",1986-01-14,283,NA
"13164",1986-01-15,248,NA
"13165",1986-01-16,231,NA
"13166",1986-01-17,287,NA
"13167",1986-01-18,283,NA
"13168",1986-01-19,334,NA
"13169",1986-01-20,440,NA
"13170",1986-01-21,413,NA
"13171",1986-01-22,356,NA
"13172",1986-01-23,314,NA
"13173",1986-01-24,292,NA
"13174",1986-01-25,290,NA
"13175",1986-01-26,894,NA
"13176",1986-01-27,1750,NA
"13177",1986-01-28,1240,NA
"13178",1986-01-29,676,NA
"13179",1986-01-30,554,NA
"13180",1986-01-31,507,NA
"13181",1986-02-01,482,NA
"13182",1986-02-02,504,NA
"13183",1986-02-03,536,NA
"13184",1986-02-04,514,NA
"13185",1986-02-05,571,NA
"13186",1986-02-06,532,NA
"13187",1986-02-07,549,NA
"13188",1986-02-08,1140,NA
"13189",1986-02-09,733,NA
"13190",1986-02-10,576,NA
"13191",1986-02-11,643,NA
"13192",1986-02-12,1330,NA
"13193",1986-02-13,842,NA
"13194",1986-02-14,615,NA
"13195",1986-02-15,552,NA
"13196",1986-02-16,558,NA
"13197",1986-02-17,590,NA
"13198",1986-02-18,586,NA
"13199",1986-02-19,560,NA
"13200",1986-02-20,596,NA
"13201",1986-02-21,583,NA
"13202",1986-02-22,502,NA
"13203",1986-02-23,482,NA
"13204",1986-02-24,523,NA
"13205",1986-02-25,496,NA
"13206",1986-02-26,448,NA
"13207",1986-02-27,450,NA
"13208",1986-02-28,590,NA
"13209",1986-03-01,618,NA
"13210",1986-03-02,513,NA
"13211",1986-03-03,462,NA
"13212",1986-03-04,438,NA
"13213",1986-03-05,420,NA
"13214",1986-03-06,400,NA
"13215",1986-03-07,385,NA
"13216",1986-03-08,362,NA
"13217",1986-03-09,343,NA
"13218",1986-03-10,338,NA
"13219",1986-03-11,344,NA
"13220",1986-03-12,341,NA
"13221",1986-03-13,336,NA
"13222",1986-03-14,853,NA
"13223",1986-03-15,3370,NA
"13224",1986-03-16,1960,NA
"13225",1986-03-17,1230,NA
"13226",1986-03-18,794,NA
"13227",1986-03-19,641,NA
"13228",1986-03-20,1160,NA
"13229",1986-03-21,1160,NA
"13230",1986-03-22,845,NA
"13231",1986-03-23,645,NA
"13232",1986-03-24,565,NA
"13233",1986-03-25,513,NA
"13234",1986-03-26,472,NA
"13235",1986-03-27,450,NA
"13236",1986-03-28,432,NA
"13237",1986-03-29,406,NA
"13238",1986-03-30,384,NA
"13239",1986-03-31,372,NA
"13240",1986-04-01,360,NA
"13241",1986-04-02,350,NA
"13242",1986-04-03,338,NA
"13243",1986-04-04,328,NA
"13244",1986-04-05,325,NA
"13245",1986-04-06,319,NA
"13246",1986-04-07,339,NA
"13247",1986-04-08,342,NA
"13248",1986-04-09,333,NA
"13249",1986-04-10,327,NA
"13250",1986-04-11,313,NA
"13251",1986-04-12,292,NA
"13252",1986-04-13,281,NA
"13253",1986-04-14,277,NA
"13254",1986-04-15,272,NA
"13255",1986-04-16,292,NA
"13256",1986-04-17,320,NA
"13257",1986-04-18,319,NA
"13258",1986-04-19,298,NA
"13259",1986-04-20,282,NA
"13260",1986-04-21,280,NA
"13261",1986-04-22,298,NA
"13262",1986-04-23,296,NA
"13263",1986-04-24,267,NA
"13264",1986-04-25,249,NA
"13265",1986-04-26,245,NA
"13266",1986-04-27,241,NA
"13267",1986-04-28,234,NA
"13268",1986-04-29,225,NA
"13269",1986-04-30,218,NA
"13270",1986-05-01,208,NA
"13271",1986-05-02,202,NA
"13272",1986-05-03,189,NA
"13273",1986-05-04,183,NA
"13274",1986-05-05,179,NA
"13275",1986-05-06,186,NA
"13276",1986-05-07,166,NA
"13277",1986-05-08,175,NA
"13278",1986-05-09,175,NA
"13279",1986-05-10,166,NA
"13280",1986-05-11,161,NA
"13281",1986-05-12,159,NA
"13282",1986-05-13,152,NA
"13283",1986-05-14,214,NA
"13284",1986-05-15,304,NA
"13285",1986-05-16,263,NA
"13286",1986-05-17,228,NA
"13287",1986-05-18,199,NA
"13288",1986-05-19,189,NA
"13289",1986-05-20,315,NA
"13290",1986-05-21,1810,NA
"13291",1986-05-22,1270,NA
"13292",1986-05-23,487,NA
"13293",1986-05-24,321,NA
"13294",1986-05-25,251,NA
"13295",1986-05-26,224,NA
"13296",1986-05-27,208,NA
"13297",1986-05-28,196,NA
"13298",1986-05-29,188,NA
"13299",1986-05-30,185,NA
"13300",1986-05-31,176,NA
"13301",1986-06-01,164,NA
"13302",1986-06-02,151,NA
"13303",1986-06-03,135,NA
"13304",1986-06-04,119,NA
"13305",1986-06-05,123,NA
"13306",1986-06-06,123,NA
"13307",1986-06-07,117,NA
"13308",1986-06-08,123,NA
"13309",1986-06-09,116,NA
"13310",1986-06-10,99,NA
"13311",1986-06-11,102,NA
"13312",1986-06-12,87,NA
"13313",1986-06-13,115,NA
"13314",1986-06-14,98,NA
"13315",1986-06-15,95,NA
"13316",1986-06-16,95,NA
"13317",1986-06-17,87,NA
"13318",1986-06-18,81,NA
"13319",1986-06-19,80,NA
"13320",1986-06-20,82,NA
"13321",1986-06-21,76,NA
"13322",1986-06-22,69,NA
"13323",1986-06-23,61,NA
"13324",1986-06-24,67,NA
"13325",1986-06-25,91,NA
"13326",1986-06-26,94,NA
"13327",1986-06-27,95,NA
"13328",1986-06-28,62,NA
"13329",1986-06-29,48,NA
"13330",1986-06-30,73,NA
"13331",1986-07-01,76,NA
"13332",1986-07-02,56,NA
"13333",1986-07-03,80,NA
"13334",1986-07-04,77,NA
"13335",1986-07-05,76,NA
"13336",1986-07-06,49,NA
"13337",1986-07-07,74,NA
"13338",1986-07-08,45,NA
"13339",1986-07-09,37,NA
"13340",1986-07-10,37,NA
"13341",1986-07-11,66,NA
"13342",1986-07-12,49,NA
"13343",1986-07-13,55,NA
"13344",1986-07-14,64,NA
"13345",1986-07-15,72,NA
"13346",1986-07-16,39,NA
"13347",1986-07-17,30,NA
"13348",1986-07-18,30,NA
"13349",1986-07-19,38,NA
"13350",1986-07-20,36,NA
"13351",1986-07-21,27,NA
"13352",1986-07-22,37,NA
"13353",1986-07-23,41,NA
"13354",1986-07-24,117,NA
"13355",1986-07-25,132,NA
"13356",1986-07-26,89,NA
"13357",1986-07-27,73,NA
"13358",1986-07-28,56,NA
"13359",1986-07-29,63,NA
"13360",1986-07-30,42,NA
"13361",1986-07-31,31,NA
"13362",1986-08-01,27,NA
"13363",1986-08-02,26,NA
"13364",1986-08-03,53,NA
"13365",1986-08-04,102,NA
"13366",1986-08-05,62,NA
"13367",1986-08-06,46,NA
"13368",1986-08-07,630,NA
"13369",1986-08-08,207,NA
"13370",1986-08-09,88,NA
"13371",1986-08-10,67,NA
"13372",1986-08-11,73,NA
"13373",1986-08-12,377,NA
"13374",1986-08-13,461,NA
"13375",1986-08-14,382,NA
"13376",1986-08-15,183,NA
"13377",1986-08-16,119,NA
"13378",1986-08-17,115,NA
"13379",1986-08-18,179,NA
"13380",1986-08-19,256,NA
"13381",1986-08-20,837,NA
"13382",1986-08-21,3390,NA
"13383",1986-08-22,1090,NA
"13384",1986-08-23,433,NA
"13385",1986-08-24,255,NA
"13386",1986-08-25,168,NA
"13387",1986-08-26,127,NA
"13388",1986-08-27,100,NA
"13389",1986-08-28,462,NA
"13390",1986-08-29,270,NA
"13391",1986-08-30,155,NA
"13392",1986-08-31,122,NA
"13393",1986-09-01,102,NA
"13394",1986-09-02,91,NA
"13395",1986-09-03,90,NA
"13396",1986-09-04,98,NA
"13397",1986-09-05,87,NA
"13398",1986-09-06,106,NA
"13399",1986-09-07,95,NA
"13400",1986-09-08,88,NA
"13401",1986-09-09,92,NA
"13402",1986-09-10,89,NA
"13403",1986-09-11,95,NA
"13404",1986-09-12,79,NA
"13405",1986-09-13,66,NA
"13406",1986-09-14,74,NA
"13407",1986-09-15,62,NA
"13408",1986-09-16,60,NA
"13409",1986-09-17,58,NA
"13410",1986-09-18,54,NA
"13411",1986-09-19,57,NA
"13412",1986-09-20,53,NA
"13413",1986-09-21,56,NA
"13414",1986-09-22,56,NA
"13415",1986-09-23,56,NA
"13416",1986-09-24,64,NA
"13417",1986-09-25,49,NA
"13418",1986-09-26,49,NA
"13419",1986-09-27,50,NA
"13420",1986-09-28,49,NA
"13421",1986-09-29,49,NA
"13422",1986-09-30,48,NA
"13423",1986-10-01,47,NA
"13424",1986-10-02,45,NA
"13425",1986-10-03,43,NA
"13426",1986-10-04,48,NA
"13427",1986-10-05,37,NA
"13428",1986-10-06,35,NA
"13429",1986-10-07,34,NA
"13430",1986-10-08,35,NA
"13431",1986-10-09,45,NA
"13432",1986-10-10,38,NA
"13433",1986-10-11,33,NA
"13434",1986-10-12,34,NA
"13435",1986-10-13,37,NA
"13436",1986-10-14,103,NA
"13437",1986-10-15,177,NA
"13438",1986-10-16,118,NA
"13439",1986-10-17,98,NA
"13440",1986-10-18,72,NA
"13441",1986-10-19,60,NA
"13442",1986-10-20,54,NA
"13443",1986-10-21,51,NA
"13444",1986-10-22,49,NA
"13445",1986-10-23,48,NA
"13446",1986-10-24,48,NA
"13447",1986-10-25,48,NA
"13448",1986-10-26,77,NA
"13449",1986-10-27,155,NA
"13450",1986-10-28,193,NA
"13451",1986-10-29,124,NA
"13452",1986-10-30,88,NA
"13453",1986-10-31,75,NA
"13454",1986-11-01,68,NA
"13455",1986-11-02,67,NA
"13456",1986-11-03,82,NA
"13457",1986-11-04,62,NA
"13458",1986-11-05,59,NA
"13459",1986-11-06,68,NA
"13460",1986-11-07,68,NA
"13461",1986-11-08,97,NA
"13462",1986-11-09,170,NA
"13463",1986-11-10,213,NA
"13464",1986-11-11,136,NA
"13465",1986-11-12,122,NA
"13466",1986-11-13,123,NA
"13467",1986-11-14,170,NA
"13468",1986-11-15,139,NA
"13469",1986-11-16,134,NA
"13470",1986-11-17,116,NA
"13471",1986-11-18,102,NA
"13472",1986-11-19,97,NA
"13473",1986-11-20,94,NA
"13474",1986-11-21,123,NA
"13475",1986-11-22,157,NA
"13476",1986-11-23,227,NA
"13477",1986-11-24,163,NA
"13478",1986-11-25,140,NA
"13479",1986-11-26,158,NA
"13480",1986-11-27,268,NA
"13481",1986-11-28,300,NA
"13482",1986-11-29,269,NA
"13483",1986-11-30,190,NA
"13484",1986-12-01,153,NA
"13485",1986-12-02,175,NA
"13486",1986-12-03,435,NA
"13487",1986-12-04,761,NA
"13488",1986-12-05,425,NA
"13489",1986-12-06,275,NA
"13490",1986-12-07,209,NA
"13491",1986-12-08,187,NA
"13492",1986-12-09,164,NA
"13493",1986-12-10,181,NA
"13494",1986-12-11,408,NA
"13495",1986-12-12,1380,NA
"13496",1986-12-13,865,NA
"13497",1986-12-14,471,NA
"13498",1986-12-15,344,NA
"13499",1986-12-16,277,NA
"13500",1986-12-17,248,NA
"13501",1986-12-18,227,NA
"13502",1986-12-19,214,NA
"13503",1986-12-20,207,NA
"13504",1986-12-21,192,NA
"13505",1986-12-22,177,NA
"13506",1986-12-23,173,NA
"13507",1986-12-24,785,NA
"13508",1986-12-25,5100,NA
"13509",1986-12-26,3590,NA
"13510",1986-12-27,835,NA
"13511",1986-12-28,559,NA
"13512",1986-12-29,441,NA
"13513",1986-12-30,376,NA
"13514",1986-12-31,335,NA
"13515",1987-01-01,432,NA
"13516",1987-01-02,3110,NA
"13517",1987-01-03,2620,NA
"13518",1987-01-04,874,NA
"13519",1987-01-05,605,NA
"13520",1987-01-06,475,NA
"13521",1987-01-07,417,NA
"13522",1987-01-08,376,NA
"13523",1987-01-09,339,NA
"13524",1987-01-10,319,NA
"13525",1987-01-11,327,NA
"13526",1987-01-12,304,NA
"13527",1987-01-13,285,NA
"13528",1987-01-14,268,NA
"13529",1987-01-15,256,NA
"13530",1987-01-16,248,NA
"13531",1987-01-17,253,NA
"13532",1987-01-18,412,NA
"13533",1987-01-19,3240,NA
"13534",1987-01-20,6660,NA
"13535",1987-01-21,6720,NA
"13536",1987-01-22,1890,NA
"13537",1987-01-23,1810,NA
"13538",1987-01-24,951,NA
"13539",1987-01-25,751,NA
"13540",1987-01-26,645,NA
"13541",1987-01-27,538,NA
"13542",1987-01-28,566,NA
"13543",1987-01-29,558,NA
"13544",1987-01-30,553,NA
"13545",1987-01-31,707,NA
"13546",1987-02-01,1080,NA
"13547",1987-02-02,1050,NA
"13548",1987-02-03,1340,NA
"13549",1987-02-04,2240,NA
"13550",1987-02-05,1690,NA
"13551",1987-02-06,1160,NA
"13552",1987-02-07,884,NA
"13553",1987-02-08,802,NA
"13554",1987-02-09,751,NA
"13555",1987-02-10,650,NA
"13556",1987-02-11,532,NA
"13557",1987-02-12,475,NA
"13558",1987-02-13,464,NA
"13559",1987-02-14,456,NA
"13560",1987-02-15,436,NA
"13561",1987-02-16,416,NA
"13562",1987-02-17,406,NA
"13563",1987-02-18,495,NA
"13564",1987-02-19,528,NA
"13565",1987-02-20,497,NA
"13566",1987-02-21,541,NA
"13567",1987-02-22,814,NA
"13568",1987-02-23,3490,NA
"13569",1987-02-24,5790,NA
"13570",1987-02-25,4810,NA
"13571",1987-02-26,1860,NA
"13572",1987-02-27,1420,NA
"13573",1987-02-28,1350,NA
"13574",1987-03-01,4530,NA
"13575",1987-03-02,7150,NA
"13576",1987-03-03,6680,NA
"13577",1987-03-04,1290,NA
"13578",1987-03-05,869,NA
"13579",1987-03-06,731,NA
"13580",1987-03-07,646,NA
"13581",1987-03-08,606,NA
"13582",1987-03-09,675,NA
"13583",1987-03-10,2330,NA
